Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2024/8/30, 01:15:00, 5681.75, 5682.25, 5680.25, 5680.75, 1118, 836, 661, 457
2024/8/30, 01:30:00, 5681.00, 5685.50, 5680.75, 5685.25, 1610, 1315, 702, 908
2024/8/30, 01:45:00, 5685.25, 5685.75, 5680.75, 5681.50, 1785, 1411, 981, 804
2024/8/30, 02:00:00, 5681.75, 5686.50, 5681.00, 5686.00, 3232, 2624, 1441, 1791
2024/8/30, 02:15:00, 5686.00, 5686.25, 5684.50, 5685.75, 1361, 1085, 728, 633
2024/8/30, 02:30:00, 5685.75, 5686.75, 5683.25, 5685.50, 1454, 1233, 840, 614
2024/8/30, 02:45:00, 5685.25, 5685.75, 5682.75, 5682.75, 2575, 2050, 1511, 1064
2024/8/30, 03:00:00, 5682.75, 5685.00, 5681.50, 5683.00, 2779, 2353, 1376, 1403
2024/8/30, 03:15:00, 5682.75, 5688.00, 5682.75, 5687.75, 2834, 2132, 1248, 1586
2024/8/30, 03:30:00, 5687.75, 5695.50, 5687.75, 5695.25, 4903, 3577, 2266, 2637
2024/8/30, 03:45:00, 5695.25, 5695.75, 5690.75, 5692.50, 3012, 2316, 1504, 1508
2024/8/30, 04:00:00, 5692.50, 5694.50, 5690.75, 5693.25, 3646, 2907, 1927, 1719
2024/8/30, 04:15:00, 5693.25, 5695.25, 5692.25, 5694.50, 2395, 1895, 1116, 1279
2024/8/30, 04:30:00, 5694.75, 5696.00, 5693.00, 5694.50, 2092, 1580, 948, 1144
2024/8/30, 04:45:00, 5694.50, 5696.25, 5692.00, 5693.25, 1539, 1233, 784, 755
2024/8/30, 05:00:00, 5693.00, 5694.75, 5692.50, 5694.75, 1675, 1321, 825, 850
2024/8/30, 05:15:00, 5694.75, 5694.75, 5691.75, 5693.00, 1128, 973, 610, 518
2024/8/30, 05:30:00, 5692.75, 5693.00, 5691.00, 5692.50, 1240, 950, 657, 583
2024/8/30, 05:45:00, 5692.75, 5695.00, 5692.50, 5695.00, 1200, 888, 484, 716
2024/8/30, 06:00:00, 5695.00, 5695.25, 5692.50, 5693.50, 1266, 1066, 685, 581
2024/8/30, 06:15:00, 5693.50, 5693.50, 5690.75, 5692.25, 1384, 1103, 742, 642
2024/8/30, 06:30:00, 5692.25, 5692.25, 5687.75, 5691.00, 2013, 1625, 1000, 1013
2024/8/30, 06:45:00, 5691.00, 5698.00, 5690.25, 5697.75, 3583, 2558, 1727, 1856
2024/8/30, 07:00:00, 5697.50, 5698.50, 5694.00, 5694.50, 3003, 2307, 1625, 1378
2024/8/30, 07:15:00, 5694.75, 5697.25, 5694.25, 5694.75, 1750, 1352, 867, 883
2024/8/30, 07:30:00, 5694.75, 5696.75, 5690.00, 5690.50, 3182, 2386, 1805, 1377
2024/8/30, 07:45:00, 5690.75, 5694.50, 5689.75, 5693.25, 2349, 1735, 1027, 1322
2024/8/30, 08:00:00, 5693.50, 5698.75, 5693.00, 5697.50, 3954, 3003, 1813, 2141
2024/8/30, 08:15:00, 5697.50, 5700.00, 5695.75, 5696.75, 8380, 4775, 4050, 4330
2024/8/30, 08:30:00, 5697.00, 5701.00, 5688.00, 5693.25, 12967, 9957, 6690, 6277
2024/8/30, 08:45:00, 5693.00, 5693.25, 5687.00, 5688.75, 8136, 5773, 4387, 3749
2024/8/30, 09:00:00, 5689.00, 5692.50, 5686.75, 5690.75, 10264, 6415, 5034, 5230
2024/8/30, 09:15:00, 5690.75, 5695.25, 5689.75, 5692.75, 12800, 8183, 6578, 6222
2024/8/30, 09:30:00, 5692.50, 5704.00, 5689.50, 5700.75, 63849, 46929, 30720, 33129
2024/8/30, 09:45:00, 5700.75, 5703.50, 5688.50, 5702.00, 58589, 42481, 29427, 29162
2024/8/30, 10:00:00, 5701.75, 5707.25, 5699.00, 5701.25, 44876, 34555, 23657, 21219
2024/8/30, 10:15:00, 5701.25, 5703.75, 5690.50, 5697.25, 49670, 36051, 25682, 23988
2024/8/30, 10:30:00, 5697.50, 5706.50, 5693.50, 5695.25, 43067, 31407, 21464, 21603
2024/8/30, 10:45:00, 5695.25, 5703.50, 5683.50, 5684.25, 50570, 37399, 27030, 23540
2024/8/30, 11:00:00, 5684.25, 5689.50, 5679.50, 5686.50, 56705, 37839, 28237, 28468
2024/8/30, 11:15:00, 5686.25, 5687.00, 5675.00, 5676.50, 51558, 34095, 26081, 25477
2024/8/30, 11:30:00, 5676.50, 5677.75, 5665.50, 5672.75, 55598, 38618, 28769, 26829
2024/8/30, 11:45:00, 5672.75, 5678.50, 5670.50, 5675.75, 36709, 24525, 17601, 19108
2024/8/30, 12:00:00, 5675.75, 5681.00, 5666.25, 5678.00, 41363, 27944, 20056, 21307
2024/8/30, 12:15:00, 5678.00, 5679.00, 5664.00, 5665.50, 28727, 21759, 14991, 13736
2024/8/30, 12:30:00, 5665.50, 5667.25, 5655.50, 5664.00, 50201, 34570, 26295, 23906
2024/8/30, 12:45:00, 5663.75, 5677.25, 5661.75, 5675.50, 34409, 23802, 15390, 19019
2024/8/30, 13:00:00, 5675.25, 5683.00, 5674.50, 5679.25, 33246, 22925, 16139, 17107
2024/8/30, 13:15:00, 5679.25, 5680.25, 5670.00, 5673.25, 25090, 17807, 13181, 11909
2024/8/30, 13:30:00, 5673.25, 5677.75, 5672.50, 5675.00, 23237, 15842, 11547, 11690
2024/8/30, 13:45:00, 5674.75, 5677.75, 5671.25, 5672.75, 20619, 13695, 10251, 10368
2024/8/30, 14:00:00, 5673.00, 5680.75, 5670.00, 5679.25, 29773, 18982, 14142, 15631
2024/8/30, 14:15:00, 5679.25, 5685.00, 5678.75, 5681.00, 23879, 15132, 11610, 12269
2024/8/30, 14:30:00, 5681.00, 5690.25, 5680.50, 5686.75, 31918, 19205, 14853, 17065
2024/8/30, 14:45:00, 5687.00, 5693.75, 5686.00, 5691.25, 31363, 19334, 15422, 15941
2024/8/30, 15:00:00, 5691.25, 5693.50, 5685.75, 5690.00, 31871, 19076, 16192, 15679
2024/8/30, 15:15:00, 5689.75, 5704.00, 5688.50, 5702.75, 40939, 25839, 18199, 22740
2024/8/30, 15:30:00, 5702.50, 5705.00, 5696.00, 5700.75, 44980, 28878, 23327, 21653
2024/8/30, 15:45:00, 5700.50, 5726.25, 5699.75, 5719.50, 218456, 115395, 102999, 115457
2024/8/30, 16:00:00, 5719.50, 5722.75, 5714.50, 5715.50, 68372, 32156, 35713, 32659
2024/8/30, 16:15:00, 5715.75, 5720.75, 5715.50, 5720.50, 7952, 4420, 3480, 4472
2024/8/30, 16:30:00, 5720.50, 5720.75, 5718.50, 5719.75, 4433, 2312, 2576, 1857
2024/8/30, 16:45:00, 5719.50, 5719.75, 5717.00, 5717.75, 5084, 2479, 2820, 2264
2024/9/1, 18:00:00, 5717.50, 5721.75, 5716.50, 5718.25, 2020, 1656, 1075, 945
2024/9/1, 18:15:00, 5718.50, 5718.75, 5716.50, 5716.75, 537, 455, 296, 241
2024/9/1, 18:30:00, 5716.50, 5717.25, 5715.00, 5715.25, 925, 730, 479, 446
2024/9/1, 18:45:00, 5715.25, 5715.50, 5713.25, 5714.50, 995, 783, 535, 460
2024/9/1, 19:00:00, 5714.50, 5715.75, 5714.00, 5714.75, 784, 609, 342, 442
2024/9/1, 19:15:00, 5714.75, 5716.25, 5714.50, 5715.50, 453, 371, 220, 233
2024/9/1, 19:30:00, 5715.50, 5716.75, 5715.25, 5715.25, 410, 356, 180, 230
2024/9/1, 19:45:00, 5715.50, 5716.50, 5713.25, 5714.25, 713, 626, 392, 321
2024/9/1, 20:00:00, 5714.25, 5715.00, 5713.00, 5714.00, 994, 823, 455, 539
2024/9/1, 20:15:00, 5714.00, 5716.75, 5714.00, 5716.00, 795, 653, 347, 448
2024/9/1, 20:30:00, 5716.00, 5717.25, 5715.50, 5716.50, 580, 506, 260, 320
2024/9/1, 20:45:00, 5716.75, 5719.75, 5716.50, 5717.50, 1034, 790, 424, 610
2024/9/1, 21:00:00, 5717.50, 5720.50, 5717.25, 5720.00, 885, 784, 360, 525
2024/9/1, 21:15:00, 5720.00, 5721.25, 5719.75, 5720.50, 590, 503, 216, 374
2024/9/1, 21:30:00, 5720.50, 5721.50, 5720.00, 5720.00, 784, 548, 281, 503
2024/9/1, 21:45:00, 5719.75, 5721.25, 5719.75, 5720.75, 688, 560, 345, 343
2024/9/1, 22:00:00, 5720.50, 5720.50, 5715.50, 5716.00, 1074, 872, 617, 457
2024/9/1, 22:15:00, 5716.00, 5716.25, 5714.25, 5714.75, 1056, 804, 521, 535
2024/9/1, 22:30:00, 5714.75, 5716.75, 5714.50, 5716.50, 651, 529, 249, 402
2024/9/1, 22:45:00, 5716.50, 5717.00, 5714.50, 5715.75, 705, 600, 306, 399
2024/9/1, 23:00:00, 5715.75, 5715.75, 5714.25, 5715.25, 400, 343, 218, 182
2024/9/1, 23:15:00, 5715.50, 5716.00, 5714.25, 5715.75, 514, 436, 239, 275
2024/9/1, 23:30:00, 5715.75, 5715.75, 5711.25, 5713.25, 1023, 846, 629, 394
2024/9/1, 23:45:00, 5713.50, 5714.75, 5712.25, 5714.50, 664, 536, 338, 326
2024/9/2, 00:00:00, 5714.25, 5714.50, 5709.75, 5711.50, 1254, 999, 707, 547
2024/9/2, 00:15:00, 5711.50, 5713.50, 5710.75, 5713.25, 643, 549, 288, 355
2024/9/2, 00:30:00, 5713.50, 5714.25, 5712.50, 5712.50, 483, 405, 241, 242
2024/9/2, 00:45:00, 5712.50, 5714.50, 5712.25, 5714.25, 285, 247, 117, 168
2024/9/2, 01:00:00, 5714.50, 5715.25, 5713.50, 5714.00, 457, 371, 221, 236
2024/9/2, 01:15:00, 5714.00, 5716.50, 5713.75, 5716.50, 425, 369, 157, 268
2024/9/2, 01:30:00, 5716.25, 5718.00, 5716.00, 5717.00, 815, 661, 351, 464
2024/9/2, 01:45:00, 5717.00, 5717.50, 5714.50, 5714.50, 1119, 764, 567, 552
2024/9/2, 02:00:00, 5714.75, 5716.00, 5710.75, 5712.00, 1760, 1327, 815, 945
2024/9/2, 02:15:00, 5712.25, 5713.75, 5711.75, 5713.00, 492, 425, 217, 275
2024/9/2, 02:30:00, 5713.00, 5713.25, 5711.00, 5712.25, 842, 686, 381, 461
2024/9/2, 02:45:00, 5712.50, 5712.75, 5709.50, 5710.75, 1766, 1347, 907, 859
2024/9/2, 03:00:00, 5711.00, 5711.50, 5706.00, 5707.00, 2921, 2386, 1536, 1385
2024/9/2, 03:15:00, 5706.75, 5706.75, 5699.50, 5701.25, 3584, 2817, 2126, 1458
2024/9/2, 03:30:00, 5701.00, 5703.25, 5699.25, 5702.25, 3664, 2761, 1868, 1796
2024/9/2, 03:45:00, 5702.50, 5707.00, 5702.25, 5706.00, 1798, 1398, 691, 1107
2024/9/2, 04:00:00, 5706.00, 5709.00, 5706.00, 5708.00, 2268, 1662, 1013, 1255
2024/9/2, 04:15:00, 5708.00, 5711.75, 5707.50, 5710.50, 2190, 1527, 955, 1235
2024/9/2, 04:30:00, 5710.75, 5715.00, 5710.50, 5713.50, 2765, 2000, 1347, 1418
2024/9/2, 04:45:00, 5713.25, 5714.75, 5711.75, 5712.00, 2048, 1578, 1067, 981
2024/9/2, 05:00:00, 5712.00, 5713.00, 5710.75, 5712.00, 1143, 890, 540, 603
2024/9/2, 05:15:00, 5711.75, 5714.75, 5711.75, 5714.00, 857, 704, 386, 471
2024/9/2, 05:30:00, 5713.75, 5716.25, 5713.50, 5715.75, 1056, 858, 510, 546
2024/9/2, 05:45:00, 5715.75, 5715.75, 5713.75, 5714.75, 906, 734, 504, 402
2024/9/2, 06:00:00, 5714.75, 5715.00, 5713.00, 5713.25, 704, 577, 359, 345
2024/9/2, 06:15:00, 5713.25, 5715.25, 5713.25, 5714.75, 554, 471, 209, 345
2024/9/2, 06:30:00, 5715.00, 5715.50, 5713.75, 5715.50, 806, 704, 353, 453
2024/9/2, 06:45:00, 5715.75, 5715.75, 5714.00, 5714.75, 573, 488, 268, 305
2024/9/2, 07:00:00, 5715.00, 5716.25, 5713.75, 5714.25, 800, 672, 353, 447
2024/9/2, 07:15:00, 5714.25, 5714.50, 5713.25, 5714.00, 436, 360, 179, 257
2024/9/2, 07:30:00, 5713.75, 5715.50, 5713.50, 5714.50, 802, 657, 419, 383
2024/9/2, 07:45:00, 5714.75, 5716.50, 5714.50, 5716.50, 704, 564, 221, 483
2024/9/2, 08:00:00, 5716.25, 5718.50, 5716.25, 5718.00, 1242, 911, 446, 796
2024/9/2, 08:15:00, 5718.00, 5719.25, 5717.50, 5718.75, 897, 696, 425, 472
2024/9/2, 08:30:00, 5719.00, 5719.25, 5717.00, 5717.25, 840, 625, 489, 351
2024/9/2, 08:45:00, 5717.25, 5719.50, 5716.75, 5718.50, 1416, 871, 706, 710
2024/9/2, 09:00:00, 5718.50, 5720.00, 5718.00, 5718.75, 1228, 882, 524, 704
2024/9/2, 09:15:00, 5719.00, 5721.25, 5717.50, 5718.00, 1720, 1241, 760, 960
2024/9/2, 09:30:00, 5718.25, 5722.50, 5716.50, 5721.50, 4626, 3076, 1791, 2835
2024/9/2, 09:45:00, 5721.50, 5722.00, 5718.25, 5718.50, 2142, 1627, 1124, 1018
2024/9/2, 10:00:00, 5718.75, 5719.00, 5715.00, 5715.00, 3159, 2412, 1649, 1510
2024/9/2, 10:15:00, 5715.25, 5717.75, 5713.50, 5717.50, 3359, 2639, 1619, 1740
2024/9/2, 10:30:00, 5717.25, 5727.25, 5717.25, 5726.75, 5606, 4194, 2246, 3360
2024/9/2, 10:45:00, 5727.00, 5728.00, 5725.75, 5727.00, 3594, 2482, 1371, 2223
2024/9/2, 11:00:00, 5727.00, 5728.25, 5725.25, 5727.25, 3061, 2281, 1430, 1631
2024/9/2, 11:15:00, 5727.50, 5727.75, 5722.50, 5723.00, 2835, 2080, 1449, 1386
2024/9/2, 11:30:00, 5723.00, 5724.50, 5722.75, 5724.50, 2390, 1681, 1121, 1269
2024/9/2, 11:45:00, 5724.50, 5726.50, 5724.00, 5725.50, 1543, 1087, 745, 798
2024/9/2, 12:00:00, 5725.50, 5726.00, 5724.50, 5726.00, 1419, 1005, 729, 690
2024/9/2, 12:15:00, 5726.25, 5726.25, 5723.50, 5723.50, 1161, 819, 699, 462
2024/9/2, 12:30:00, 5723.75, 5726.00, 5723.50, 5725.50, 561, 443, 256, 305
2024/9/2, 12:45:00, 5725.25, 5728.00, 5720.50, 5726.25, 3446, 1840, 1487, 1959
2024/9/2, 18:00:00, 5726.25, 5731.00, 5726.25, 5729.50, 2231, 1570, 912, 1319
2024/9/2, 18:15:00, 5729.75, 5730.25, 5724.25, 5724.25, 1460, 1179, 890, 570
2024/9/2, 18:30:00, 5724.25, 5725.00, 5721.25, 5722.50, 1172, 915, 634, 538
2024/9/2, 18:45:00, 5722.75, 5722.75, 5719.25, 5722.00, 1338, 1092, 769, 569
2024/9/2, 19:00:00, 5722.25, 5722.25, 5718.00, 5719.75, 1284, 1012, 679, 605
2024/9/2, 19:15:00, 5719.25, 5720.25, 5712.75, 5715.75, 3059, 2479, 1715, 1344
2024/9/2, 19:30:00, 5715.75, 5717.00, 5711.00, 5713.75, 2291, 1966, 1276, 1015
2024/9/2, 19:45:00, 5713.50, 5716.25, 5713.50, 5715.50, 1126, 973, 539, 587
2024/9/2, 20:00:00, 5715.50, 5717.50, 5713.25, 5717.25, 1709, 1444, 896, 813
2024/9/2, 20:15:00, 5717.25, 5719.25, 5716.00, 5718.50, 972, 836, 500, 472
2024/9/2, 20:30:00, 5718.50, 5718.75, 5715.50, 5716.75, 943, 799, 529, 414
2024/9/2, 20:45:00, 5716.50, 5717.75, 5715.00, 5717.50, 645, 558, 376, 269
2024/9/2, 21:00:00, 5717.75, 5721.25, 5717.50, 5720.75, 1173, 966, 524, 649
2024/9/2, 21:15:00, 5720.75, 5722.25, 5719.50, 5720.25, 1307, 1103, 671, 636
2024/9/2, 21:30:00, 5720.50, 5721.50, 5719.25, 5720.25, 829, 743, 461, 368
2024/9/2, 21:45:00, 5720.00, 5721.25, 5719.50, 5720.25, 504, 442, 246, 258
2024/9/2, 22:00:00, 5720.50, 5720.75, 5717.75, 5719.50, 1108, 901, 680, 428
2024/9/2, 22:15:00, 5719.25, 5720.75, 5719.00, 5720.25, 845, 620, 497, 348
2024/9/2, 22:30:00, 5720.25, 5720.50, 5716.25, 5717.00, 836, 662, 553, 283
2024/9/2, 22:45:00, 5717.00, 5717.00, 5711.50, 5712.50, 1155, 994, 698, 457
2024/9/2, 23:00:00, 5712.50, 5713.00, 5706.00, 5708.75, 3521, 2788, 2014, 1507
2024/9/2, 23:15:00, 5708.75, 5710.25, 5707.75, 5708.75, 1400, 1128, 719, 681
2024/9/2, 23:30:00, 5708.75, 5711.25, 5708.25, 5711.25, 1152, 981, 533, 619
2024/9/2, 23:45:00, 5711.25, 5714.25, 5711.00, 5714.25, 1359, 1087, 661, 698
2024/9/3, 00:00:00, 5714.25, 5714.50, 5712.50, 5713.25, 623, 504, 363, 260
2024/9/3, 00:15:00, 5713.00, 5714.00, 5711.75, 5712.50, 819, 658, 493, 326
2024/9/3, 00:30:00, 5712.50, 5713.50, 5712.00, 5713.50, 402, 328, 176, 226
2024/9/3, 00:45:00, 5713.50, 5713.75, 5712.50, 5712.75, 301, 248, 150, 151
2024/9/3, 01:00:00, 5712.75, 5715.75, 5712.75, 5715.50, 1016, 774, 496, 520
2024/9/3, 01:15:00, 5715.75, 5716.25, 5713.25, 5715.00, 1489, 1078, 897, 592
2024/9/3, 01:30:00, 5715.00, 5715.75, 5713.50, 5715.00, 1411, 1031, 787, 624
2024/9/3, 01:45:00, 5714.75, 5716.75, 5714.00, 5716.75, 867, 689, 445, 422
2024/9/3, 02:00:00, 5716.75, 5716.75, 5712.25, 5713.50, 2068, 1692, 1137, 931
2024/9/3, 02:15:00, 5713.50, 5713.50, 5708.00, 5713.25, 1792, 1448, 973, 819
2024/9/3, 02:30:00, 5713.25, 5716.50, 5713.25, 5716.00, 1796, 1446, 861, 935
2024/9/3, 02:45:00, 5716.00, 5718.25, 5715.75, 5716.75, 1292, 1029, 656, 636
2024/9/3, 03:00:00, 5716.50, 5724.75, 5716.50, 5723.75, 4810, 3462, 2205, 2605
2024/9/3, 03:15:00, 5723.50, 5724.50, 5722.50, 5723.25, 1770, 1390, 884, 886
2024/9/3, 03:30:00, 5723.50, 5727.50, 5723.50, 5727.00, 2489, 1910, 1013, 1476
2024/9/3, 03:45:00, 5727.00, 5727.25, 5722.50, 5723.50, 1764, 1379, 965, 799
2024/9/3, 04:00:00, 5723.75, 5725.75, 5721.75, 5721.75, 3042, 2392, 1541, 1501
2024/9/3, 04:15:00, 5721.50, 5722.50, 5715.50, 5716.75, 3181, 2517, 1683, 1498
2024/9/3, 04:30:00, 5717.00, 5717.00, 5709.00, 5712.00, 4634, 3546, 2362, 2272
2024/9/3, 04:45:00, 5712.25, 5712.25, 5700.50, 5700.75, 6219, 4770, 3926, 2293
2024/9/3, 05:00:00, 5700.75, 5703.75, 5692.25, 5693.25, 9046, 6875, 5267, 3779
2024/9/3, 05:15:00, 5693.25, 5698.00, 5691.50, 5695.00, 8948, 6923, 4857, 4091
2024/9/3, 05:30:00, 5694.75, 5697.75, 5689.25, 5695.00, 6882, 5493, 3449, 3433
2024/9/3, 05:45:00, 5695.00, 5696.00, 5690.50, 5691.00, 3247, 2755, 1583, 1664
2024/9/3, 06:00:00, 5691.00, 5693.75, 5687.75, 5693.00, 6403, 5075, 3023, 3380
2024/9/3, 06:15:00, 5693.00, 5695.50, 5690.50, 5694.75, 3970, 3141, 1983, 1987
2024/9/3, 06:30:00, 5695.00, 5696.75, 5689.75, 5693.50, 3135, 2546, 1560, 1575
2024/9/3, 06:45:00, 5693.50, 5697.50, 5691.50, 5695.50, 4323, 3445, 2048, 2275
2024/9/3, 07:00:00, 5695.75, 5696.25, 5688.50, 5690.25, 5241, 4266, 2711, 2530
2024/9/3, 07:15:00, 5690.25, 5695.50, 5690.00, 5694.00, 4212, 3324, 1944, 2268
2024/9/3, 07:30:00, 5694.25, 5697.25, 5691.75, 5693.00, 4818, 3585, 2421, 2397
2024/9/3, 07:45:00, 5692.75, 5694.50, 5690.00, 5693.50, 3705, 2880, 1732, 1973
2024/9/3, 08:00:00, 5693.50, 5695.25, 5690.25, 5694.75, 5246, 3883, 2491, 2755
2024/9/3, 08:15:00, 5695.00, 5697.25, 5692.50, 5693.25, 4861, 3789, 2482, 2379
2024/9/3, 08:30:00, 5693.50, 5698.00, 5692.00, 5695.75, 5570, 4142, 2739, 2831
2024/9/3, 08:45:00, 5695.50, 5697.00, 5689.00, 5689.50, 8500, 6049, 4478, 4022
2024/9/3, 09:00:00, 5689.25, 5692.00, 5687.00, 5688.25, 11506, 8334, 6031, 5475
2024/9/3, 09:15:00, 5688.00, 5694.25, 5685.00, 5687.25, 18118, 12402, 8958, 9160
2024/9/3, 09:30:00, 5687.50, 5691.25, 5675.25, 5680.00, 93530, 68966, 48352, 45178
2024/9/3, 09:45:00, 5679.75, 5680.00, 5664.25, 5673.50, 83382, 61455, 43069, 40313
2024/9/3, 10:00:00, 5673.50, 5673.50, 5647.75, 5648.25, 100499, 77883, 52147, 48352
2024/9/3, 10:15:00, 5648.00, 5658.25, 5646.00, 5654.75, 67904, 50816, 33312, 34592
2024/9/3, 10:30:00, 5655.00, 5655.00, 5642.25, 5643.75, 57661, 42650, 29880, 27781
2024/9/3, 10:45:00, 5643.75, 5645.00, 5633.75, 5636.50, 68433, 47748, 34384, 34049
2024/9/3, 11:00:00, 5636.75, 5650.75, 5634.50, 5647.00, 58659, 42537, 27404, 31255
2024/9/3, 11:15:00, 5646.75, 5650.75, 5642.25, 5646.75, 36765, 27929, 18011, 18754
2024/9/3, 11:30:00, 5647.00, 5653.00, 5640.00, 5641.50, 43401, 30552, 22621, 20780
2024/9/3, 11:45:00, 5641.50, 5645.75, 5637.75, 5639.00, 38663, 25766, 19508, 19155
2024/9/3, 12:00:00, 5639.00, 5645.25, 5635.00, 5642.50, 38437, 26154, 19125, 19312
2024/9/3, 12:15:00, 5642.75, 5648.50, 5635.25, 5639.50, 33292, 24447, 16254, 17038
2024/9/3, 12:30:00, 5639.75, 5640.25, 5632.50, 5635.00, 28638, 20655, 14642, 13996
2024/9/3, 12:45:00, 5634.75, 5635.25, 5630.25, 5631.75, 27539, 19377, 13882, 13657
2024/9/3, 13:00:00, 5631.75, 5639.00, 5629.75, 5631.50, 28866, 20468, 14842, 14024
2024/9/3, 13:15:00, 5631.50, 5641.75, 5630.50, 5639.50, 28890, 20722, 13782, 15108
2024/9/3, 13:30:00, 5639.50, 5640.50, 5628.00, 5630.25, 36231, 25826, 19580, 16651
2024/9/3, 13:45:00, 5630.25, 5632.25, 5625.25, 5626.00, 24897, 17637, 12782, 12115
2024/9/3, 14:00:00, 5626.00, 5627.00, 5615.25, 5617.25, 51492, 36071, 26891, 24601
2024/9/3, 14:15:00, 5617.25, 5619.25, 5612.25, 5613.50, 32619, 23645, 16222, 16397
2024/9/3, 14:30:00, 5613.50, 5621.50, 5612.25, 5614.00, 35633, 25333, 16805, 18828
2024/9/3, 14:45:00, 5613.75, 5616.50, 5607.75, 5609.50, 35473, 23902, 17603, 17870
2024/9/3, 15:00:00, 5609.25, 5614.50, 5608.25, 5610.25, 36213, 25319, 17351, 18862
2024/9/3, 15:15:00, 5610.50, 5613.50, 5606.00, 5608.00, 33228, 22492, 16344, 16884
2024/9/3, 15:30:00, 5608.25, 5610.75, 5585.25, 5592.25, 92143, 59468, 46216, 45927
2024/9/3, 15:45:00, 5592.50, 5605.75, 5578.00, 5604.50, 212009, 128231, 106647, 105362
2024/9/3, 16:00:00, 5604.50, 5608.25, 5602.75, 5605.75, 59196, 30706, 28390, 30806
2024/9/3, 16:15:00, 5605.50, 5605.75, 5594.00, 5595.50, 13823, 8440, 8103, 5720
2024/9/3, 16:30:00, 5595.50, 5599.25, 5594.25, 5594.75, 5585, 3917, 2653, 2932
2024/9/3, 16:45:00, 5594.75, 5600.00, 5593.50, 5599.75, 5684, 3591, 2783, 2901
2024/9/3, 18:00:00, 5599.75, 5602.25, 5590.75, 5598.00, 4048, 3443, 1901, 2147
2024/9/3, 18:15:00, 5598.00, 5601.50, 5595.75, 5598.25, 2954, 2429, 1423, 1531
2024/9/3, 18:30:00, 5598.50, 5601.50, 5598.00, 5599.75, 1490, 1162, 739, 751
2024/9/3, 18:45:00, 5600.00, 5600.25, 5595.00, 5595.50, 2055, 1743, 1009, 1046
2024/9/3, 19:00:00, 5595.50, 5597.50, 5592.75, 5597.25, 1976, 1725, 948, 1028
2024/9/3, 19:15:00, 5597.00, 5598.25, 5593.25, 5594.50, 1158, 1013, 596, 562
2024/9/3, 19:30:00, 5594.50, 5596.50, 5593.00, 5595.00, 1451, 1272, 623, 828
2024/9/3, 19:45:00, 5595.00, 5596.25, 5589.00, 5594.00, 2973, 2552, 1555, 1418
2024/9/3, 20:00:00, 5593.75, 5599.75, 5593.75, 5598.25, 3077, 2708, 1528, 1549
2024/9/3, 20:15:00, 5598.00, 5598.50, 5593.50, 5594.00, 1967, 1692, 1005, 962
2024/9/3, 20:30:00, 5594.25, 5594.50, 5577.50, 5581.00, 7242, 6174, 4195, 3047
2024/9/3, 20:45:00, 5581.00, 5588.00, 5570.00, 5572.00, 11299, 9576, 6234, 5065
2024/9/3, 21:00:00, 5572.00, 5579.50, 5568.75, 5578.00, 7449, 6368, 3697, 3752
2024/9/3, 21:15:00, 5577.75, 5578.25, 5568.75, 5577.00, 6332, 5460, 3469, 2863
2024/9/3, 21:30:00, 5577.00, 5587.25, 5577.00, 5584.50, 6329, 5338, 2913, 3416
2024/9/3, 21:45:00, 5584.25, 5588.50, 5580.25, 5580.50, 3600, 3015, 1981, 1619
2024/9/3, 22:00:00, 5580.25, 5582.50, 5577.75, 5581.25, 4593, 3809, 2286, 2307
2024/9/3, 22:15:00, 5581.00, 5586.75, 5580.00, 5585.00, 2699, 2250, 1210, 1489
2024/9/3, 22:30:00, 5585.00, 5587.25, 5581.50, 5581.75, 2071, 1723, 1053, 1018
2024/9/3, 22:45:00, 5581.75, 5584.00, 5576.50, 5579.75, 2925, 2502, 1634, 1291
2024/9/3, 23:00:00, 5579.75, 5583.75, 5579.25, 5580.25, 1824, 1601, 936, 888
2024/9/3, 23:15:00, 5580.50, 5581.75, 5577.00, 5578.50, 1385, 1252, 765, 620
2024/9/3, 23:30:00, 5578.50, 5579.75, 5574.25, 5577.25, 2911, 2255, 1436, 1475
2024/9/3, 23:45:00, 5577.25, 5577.50, 5572.75, 5576.00, 1869, 1545, 910, 959
2024/9/4, 00:00:00, 5576.25, 5581.75, 5576.25, 5578.25, 2309, 1887, 999, 1310
2024/9/4, 00:15:00, 5578.00, 5578.00, 5572.50, 5573.75, 1578, 1273, 817, 761
2024/9/4, 00:30:00, 5573.50, 5577.50, 5573.50, 5576.75, 911, 831, 427, 484
2024/9/4, 00:45:00, 5576.50, 5576.75, 5571.75, 5572.75, 1487, 1256, 777, 710
2024/9/4, 01:00:00, 5572.75, 5573.00, 5570.25, 5570.50, 2870, 2121, 1680, 1190
2024/9/4, 01:15:00, 5570.25, 5577.00, 5570.00, 5574.00, 2005, 1620, 927, 1078
2024/9/4, 01:30:00, 5574.25, 5576.50, 5570.75, 5571.50, 2609, 2158, 1282, 1327
2024/9/4, 01:45:00, 5571.75, 5575.00, 5569.50, 5571.50, 5069, 3811, 2602, 2467
2024/9/4, 02:00:00, 5571.50, 5579.00, 5571.25, 5573.50, 6335, 5159, 2996, 3339
2024/9/4, 02:15:00, 5573.75, 5580.75, 5572.25, 5580.50, 4516, 3645, 2252, 2264
